500 249500
374 221 937
139 303 66
303 139 66
406 341 235
341 406 235
139 314 50
314 139 50
139 320 367
320 139 367
139 322 172
322 139 172
139 335 437
335 139 437
139 349 428
349 139 428
327 299 804
299 327 804
139 359 158
359 139 158
139 371 268
371 139 268
141 398 291
398 141 291
336 453 426
453 336 426
139 414 46
414 139 46
139 420 419
420 139 419
139 431 439
431 139 439
139 436 236
436 139 236
139 478 386
478 139 386
140 176 34
176 140 34
140 180 271
180 140 271
140 186 275
186 140 275
140 200 438
200 140 438
497 157 248
157 497 248
140 218 109
218 140 109
140 222 437
222 140 437
140 231 30
231 140 30
382 244 458
244 382 458
307 424 777
424 307 777
202 416 785
416 202 785
437 298 285
298 437 285
318 351 118
351 318 118
140 232 53
232 140 53
140 233 63
233 140 63
140 235 326
235 140 326
140 241 418
241 140 418
454 346 966
346 454 966
140 247 222
247 140 222
366 211 959
211 366 959
140 251 396
251 140 396
140 263 154
263 140 154
257 447 797
447 257 797
140 274 334
274 140 334
479 184 26
184 479 26
140 278 459
278 140 459
424 493 554
493 424 554
281 145 436
145 281 436
140 289 5
289 140 5
213 449 330
449 213 330
340 446 733
446 340 733
192 343 925
343 192 925
140 340 347
340 140 347
140 352 389
352 140 389
140 355 227
355 140 227
425 201 23
201 425 23
140 374 95
374 140 95
140 378 282
378 140 282
226 379 920
379 226 920
487 436 49
436 487 49
140 379 195
379 140 195
140 397 462
397 140 462
140 407 95
407 140 95
406 459 514
459 406 514
437 394 3
394 437 3
140 416 399
416 140 399
140 434 337
434 140 337
140 443 444
443 140 444
140 449 396
449 140 396
140 459 354
459 140 354
140 491 261
491 140 261
141 161 489
161 141 489
158 427 939
427 158 939
141 172 301
172 141 301
141 177 30
177 141 30
141 200 483
200 141 483
238 358 63
358 238 63
456 249 193
249 456 193
141 206 142
206 141 142
141 218 278
218 141 278
360 338 182
338 360 182
141 234 191
234 141 191
141 240 446
240 141 446
449 217 475
217 449 475
141 243 478
243 141 478
141 259 116
259 141 116
320 321 860
321 320 860
141 278 326
278 141 326
141 282 120
282 141 120
141 285 434
285 141 434
330 276 611
276 330 611
320 461 880
461 320 880
141 297 467
297 141 467
345 247 440
247 345 440
141 310 2
310 141 2
141 311 215
311 141 215
141 315 28
315 141 28
141 331 266
331 141 266
262 266 843
266 262 843
211 434 497
434 211 497
141 332 428
332 141 428
141 352 89
352 141 89
141 354 328
354 141 328
493 432 141
432 493 141
141 364 452
364 141 452
332 494 513
494 332 513
316 348 16
348 316 16
141 377 36
377 141 36
165 299 740
299 165 740
268 433 104
433 268 104
141 435 267
435 141 267
141 436 40
436 141 40
141 444 38
444 141 38
430 240 828
240 430 828
141 447 156
447 141 156
193 358 568
358 193 568
141 463 52
463 141 52
141 466 179
466 141 179
141 470 237
470 141 237
141 473 318
473 141 318
141 476 482
476 141 482
147 303 455
303 147 455
267 247 811
247 267 811
258 270 135
270 258 135
141 479 117
479 141 117
141 489 255
489 141 255
141 498 119
498 141 119
491 264 522
264 491 522
309 215 458
215 309 458
141 499 169
499 141 169
142 153 491
153 142 491
142 168 407
168 142 407
142 192 133
192 142 133
153 272 159
272 153 159
142 198 173
198 142 173
252 421 56
421 252 56
142 203 0
203 142 0
400 480 823
480 400 823
142 218 469
218 142 469
142 219 76
219 142 76
142 228 55
228 142 55
280 147 876
147 280 876
142 251 208
251 142 208
142 262 493
262 142 493
142 276 72
276 142 72
142 278 80
278 142 80
142 291 64
291 142 64
142 309 125
309 142 125
142 311 211
311 142 211
371 365 865
365 371 865
448 334 324
334 448 324
142 315 255
315 142 255
142 324 62
324 142 62
142 334 166
334 142 166
293 372 973
372 293 973
142 362 160
362 142 160
453 196 677
196 453 677
142 424 37
424 142 37
142 436 367
436 142 367
466 235 385
235 466 385
142 437 210
437 142 210
346 248 234
248 346 234
142 438 382
438 142 382
142 440 378
440 142 378
161 241 667
241 161 667
142 448 140
448 142 140
436 256 770
256 436 770
143 158 391
158 143 391
143 162 338
162 143 338
143 192 198
192 143 198
143 194 450
194 143 450
494 381 758
381 494 758
417 272 665
272 417 665
143 219 67
219 143 67
298 148 436
148 298 436
143 240 233
240 143 233
143 243 15
243 143 15
456 286 42
286 456 42
381 290 730
290 381 730
143 260 123
260 143 123
469 367 794
367 469 794
143 276 101
276 143 101
143 277 161
277 143 161
445 495 23
495 445 23
438 406 184
406 438 184
432 456 624
456 432 624
143 289 470
289 143 470
143 297 277
297 143 277
143 305 295
305 143 295
299 469 390
469 299 390
143 314 272
314 143 272
492 327 890
327 492 890
143 352 368
352 143 368
201 211 759
211 201 759
448 388 952
388 448 952
143 353 445
353 143 445
143 355 229
355 143 229
143 357 159
357 143 159
143 358 71
358 143 71
143 363 471
363 143 471
143 367 478
367 143 478
362 315 680
315 362 680
288 344 254
344 288 254
143 368 315
368 143 315
244 450 178
450 244 178
391 228 322
228 391 322
143 372 231
372 143 231
150 444 823
444 150 823
219 409 42
409 219 42
474 423 917
423 474 917
143 393 343
393 143 343
157 184 261
184 157 261
143 402 240
402 143 240
174 337 436
337 174 436
143 406 312
406 143 312
143 434 119
434 143 119
471 178 746
178 471 746
143 448 121
448 143 121
143 486 262
486 143 262
143 487 50
487 143 50
143 493 423
493 143 423
144 171 288
171 144 288
144 173 232
173 144 232
144 177 205
177 144 205
144 184 32
184 144 32
144 187 432
187 144 432
144 191 410
191 144 410
144 200 496
200 144 496
144 220 270
220 144 270
144 223 438
223 144 438
144 232 304
232 144 304
345 186 550
186 345 550
306 235 534
235 306 534
144 244 30
244 144 30
144 248 82
248 144 82
144 264 317
264 144 317
347 450 662
450 347 662
339 438 270
438 339 270
144 274 38
274 144 38
144 284 146
284 144 146
144 296 18
296 144 18
438 171 213
171 438 213
144 310 477
310 144 477
144 320 178
320 144 178
369 374 915
374 369 915
144 327 52
327 144 52
144 336 128
336 144 128
144 343 421
343 144 421
144 354 128
354 144 128
144 362 453
362 144 453
144 363 416
363 144 416
144 381 127
381 144 127
161 289 623
289 161 623
152 354 283
354 152 283
423 434 770
434 423 770
319 310 27
310 319 27
249 205 575
205 249 575
144 385 269
385 144 269
144 391 413
391 144 413
457 223 970
223 457 970
324 482 868
482 324 868
144 392 431
392 144 431
220 386 16
386 220 16
346 459 872
459 346 872
144 397 275
397 144 275
144 402 225
402 144 225
144 410 462
410 144 462
144 421 427
421 144 427
144 429 420
429 144 420
231 369 668
369 231 668
144 447 433
447 144 433
144 458 202
458 144 202
144 472 335
472 144 335
372 278 868
278 372 868
144 486 412
486 144 412
144 487 435
487 144 435
252 178 731
178 252 731
177 204 561
204 177 561
144 493 489
493 144 489
145 149 324
149 145 324
318 385 631
385 318 631
145 154 374
154 145 374
227 216 221
216 227 221
145 162 92
162 145 92
145 164 61
164 145 61
347 435 677
435 347 677
145 167 183
167 145 183
145 172 294
172 145 294
145 183 28
183 145 28
451 166 404
166 451 404
145 185 445
185 145 445
145 221 334
221 145 334
145 230 162
230 145 162
435 302 767
302 435 767
145 243 356
243 145 356
145 246 209
246 145 209
145 248 425
248 145 425
420 248 845
248 420 845
235 258 658
258 235 658
145 249 291
249 145 291
145 273 179
273 145 179
400 397 997
397 400 997
145 285 408
285 145 408
145 317 473
317 145 473
145 328 465
328 145 465
145 333 412
333 145 412
429 254 725
254 429 725
145 339 79
339 145 79
145 354 374
354 145 374
145 372 239
372 145 239
145 380 137
380 145 137
145 401 434
401 145 434
411 309 550
309 411 550
230 175 348
175 230 348
145 408 212
408 145 212
145 424 258
424 145 258
145 433 329
433 145 329
145 455 307
455 145 307
145 469 308
469 145 308
367 182 608
182 367 608
146 176 406
176 146 406
146 196 62
196 146 62
244 319 944
319 244 944
146 197 469
197 146 469
146 207 416
207 146 416
146 212 480
212 146 480
146 217 285
217 146 285
146 218 110
218 146 110
146 234 335
234 146 335
146 238 435
238 146 435
146 263 63
263 146 63
280 288 94
288 280 94
246 354 225
354 246 225
146 267 88
267 146 88
146 277 437
277 146 437
146 280 178
280 146 178
146 289 427
289 146 427
146 318 327
318 146 327
208 319 62
319 208 62
146 387 92
387 146 92
146 392 377
392 146 377
146 394 488
394 146 488
146 401 4
401 146 4
146 438 230
438 146 230
146 439 342
439 146 342
146 443 168
443 146 168
176 251 910
251 176 910
146 450 209
450 146 209
146 458 317
458 146 317
146 465 303
465 146 303
146 477 24
477 146 24
146 482 63
482 146 63
472 225 271
225 472 271
147 150 242
150 147 242
395 382 679
382 395 679
147 153 459
153 147 459
147 158 61
158 147 61
147 175 423
175 147 423
409 476 890
476 409 890
272 271 239
271 272 239
147 201 185
201 147 185
261 231 790
231 261 790
147 220 464
220 147 464
474 377 622
377 474 622
147 234 331
234 147 331
147 241 66
241 147 66
147 257 494
257 147 494
147 313 135
313 147 135
147 323 235
323 147 235
147 328 334
328 147 334
147 331 86
331 147 86
313 157 512
157 313 512
202 387 438
387 202 438
147 336 422
336 147 422
147 342 405
342 147 405
147 350 295
350 147 295
147 360 484
360 147 484
147 387 427
387 147 427
147 437 497
437 147 497
147 451 275
451 147 275
201 461 312
461 201 312
147 460 85
460 147 85
291 213 914
213 291 914
463 293 825
293 463 825
147 466 342
466 147 342
298 268 344
268 298 344
147 470 131
470 147 131
147 471 346
471 147 346
362 411 586
411 362 586
147 476 447
476 147 447
147 477 233
477 147 233
147 478 409
478 147 409
147 486 321
486 147 321
147 487 251
487 147 251
148 154 57
154 148 57
148 158 379
158 148 379
182 207 949
207 182 949
148 159 119
159 148 119
148 172 253
172 148 253
148 174 434
174 148 434
198 243 426
243 198 426
149 252 96
252 149 96
148 190 92
190 148 92
464 465 876
465 464 876
148 206 106
206 148 106
284 245 950
245 284 950
148 281 166
281 148 166
148 293 358
293 148 358
193 427 49
427 193 49
148 296 385
296 148 385
494 242 179
242 494 179
470 368 350
368 470 350
148 307 412
307 148 412
416 194 223
194 416 223
148 320 262
320 148 262
310 232 449
232 310 449
148 324 107
324 148 107
148 330 144
330 148 144
148 338 85
338 148 85
148 359 378
359 148 378
371 187 834
187 371 834
148 362 334
362 148 334
494 351 132
351 494 132
148 379 140
379 148 140
458 160 966
160 458 966
148 396 95
396 148 95
148 400 1
400 148 1
148 401 11
401 148 11
148 421 69
421 148 69
148 424 470
424 148 470
148 439 315
439 148 315
148 467 137
467 148 137
148 468 92
468 148 92
466 450 669
450 466 669
148 481 380
481 148 380
148 492 107
492 148 107
148 493 361
493 148 361
149 150 11
150 149 11
184 466 406
466 184 406
149 153 39
153 149 39
402 255 209
255 402 209
221 481 558
481 221 558
421 175 426
175 421 426
149 180 392
180 149 392
261 310 414
310 261 414
149 219 85
219 149 85
149 221 171
221 149 171
316 395 336
395 316 336
149 231 272
231 149 272
149 233 397
233 149 397
149 235 266
235 149 266
149 239 149
239 149 149
149 241 420
241 149 420
149 249 28
249 149 28
362 179 969
179 362 969
149 270 292
270 149 292
149 272 450
272 149 450
149 277 408
277 149 408
149 278 241
278 149 241
176 235 567
235 176 567
149 286 8
286 149 8
149 288 401
288 149 401
342 231 414
231 342 414
149 290 358
290 149 358
149 293 481
293 149 481
309 392 846
392 309 846
149 295 358
295 149 358
459 388 461
388 459 461
447 441 657
441 447 657
291 272 360
272 291 360
149 298 174
298 149 174
149 302 168
302 149 168
183 151 97
151 183 97
149 303 287
303 149 287
149 334 184
334 149 184
356 327 753
327 356 753
149 341 108
341 149 108
149 354 141
354 149 141
149 369 70
369 149 70
149 390 238
390 149 238
149 391 472
391 149 472
394 197 430
197 394 430
149 420 370
420 149 370
198 226 615
226 198 615
202 238 881
238 202 881
149 422 320
422 149 320
149 424 278
424 149 278
149 450 216
450 149 216
486 167 792
167 486 792
149 451 381
451 149 381
149 455 344
455 149 344
149 491 84
491 149 84
294 354 201
354 294 201
149 492 140
492 149 140
150 153 285
153 150 285
257 497 534
497 257 534
189 221 923
221 189 923
150 179 421
179 150 421
150 180 32
180 150 32
150 184 398
184 150 398
150 197 491
197 150 491
150 208 286
208 150 286
150 210 357
210 150 357
465 182 455
182 465 455
150 223 393
223 150 393
150 228 32
228 150 32
150 240 236
240 150 236
150 256 455
256 150 455
150 268 325
268 150 325
150 304 256
304 150 256
150 309 304
309 150 304
150 339 464
339 150 464
150 342 385
342 150 385
431 497 536
497 431 536
150 351 274
351 150 274
150 364 155
364 150 155
437 473 318
473 437 318
150 367 20
367 150 20
472 299 482
299 472 482
150 375 476
375 150 476
150 377 288
377 150 288
407 426 317
426 407 317
242 433 552
433 242 552
150 385 84
385 150 84
150 390 259
390 150 259
150 391 370
391 150 370
150 401 21
401 150 21
255 187 902
187 255 902
150 419 140
419 150 140
225 400 372
400 225 372
220 405 140
405 220 140
454 312 934
312 454 934
150 431 92
431 150 92
217 413 858
413 217 858
150 455 224
455 150 224
150 467 248
467 150 248
150 484 324
484 150 324
150 485 334
485 150 334
151 158 113
158 151 113
399 364 718
364 399 718
151 181 392
181 151 392
153 233 519
233 153 519
151 185 304
185 151 304
151 188 136
188 151 136
151 197 286
197 151 286
151 215 392
215 151 392
490 378 748
378 490 748
151 220 368
220 151 368
239 165 829
165 239 829
208 495 66
495 208 66
151 257 139
257 151 139
151 258 126
258 151 126
337 175 987
175 337 987
151 264 369
264 151 369
151 269 468
269 151 468
151 282 179
282 151 179
151 303 259
303 151 259
360 183 474
183 360 474
151 304 390
304 151 390
151 310 158
310 151 158
151 323 365
323 151 365
183 353 898
353 183 898
171 164 7
164 171 7
151 336 301
336 151 301
151 369 409
369 151 409
151 377 464
377 151 464
453 170 149
170 453 149
151 412 465
412 151 465
151 413 248
413 151 248
151 430 484
430 151 484
440 481 466
481 440 466
151 442 7
442 151 7
151 446 371
446 151 371
358 233 209
233 358 209
151 458 40
458 151 40
270 296 263
296 270 263
151 482 332
482 151 332
151 483 360
483 151 360
151 499 189
499 151 189
489 468 855
468 489 855
152 155 383
155 152 383
209 388 697
388 209 697
416 166 607
166 416 607
152 170 403
170 152 403
152 193 284
193 152 284
152 212 346
212 152 346
311 431 406
431 311 406
312 339 384
339 312 384
152 213 271
213 152 271
159 306 84
306 159 84
345 220 224
220 345 224
223 240 854
240 223 854
152 215 311
215 152 311
285 495 897
495 285 897
152 271 244
271 152 244
152 279 214
279 152 214
152 314 48
314 152 48
266 268 123
268 266 123
152 346 175
346 152 175
432 345 753
345 432 753
152 347 428
347 152 428
446 178 169
178 446 169
152 355 117
355 152 117
152 369 497
369 152 497
152 370 131
370 152 131
152 374 494
374 152 494
152 377 477
377 152 477
152 379 204
379 152 204
152 415 6
415 152 6
451 176 61
176 451 61
152 433 35
433 152 35
152 440 259
440 152 259
450 238 462
238 450 462
152 443 253
443 152 253
165 452 855
452 165 855
152 447 473
447 152 473
438 324 911
324 438 911
152 448 224
448 152 224
152 449 131
449 152 131
152 450 382
450 152 382
152 452 419
452 152 419
152 458 223
458 152 223
152 473 284
473 152 284
268 300 954
300 268 954
152 474 489
474 152 489
476 281 242
281 476 242
152 491 126
491 152 126
204 163 108
163 204 108
152 499 308
499 152 308
357 208 54
208 357 54
153 158 148
158 153 148
232 211 303
211 232 303
153 166 4
166 153 4
153 178 209
178 153 209
153 181 469
181 153 469
424 304 778
304 424 778
153 203 419
203 153 419
153 217 440
217 153 440
278 367 478
367 278 478
153 237 226
237 153 226
153 251 363
251 153 363
153 260 345
260 153 345
153 273 317
273 153 317
340 495 255
495 340 255
153 290 348
290 153 348
163 372 823
372 163 823
153 299 138
299 153 138
153 302 140
302 153 140
153 319 482
319 153 482
336 328 776
328 336 776
153 333 85
333 153 85
153 334 165
334 153 165
153 345 412
345 153 412
153 361 61
361 153 61
435 351 538
351 435 538
153 369 181
369 153 181
153 373 330
373 153 330
365 238 27
238 365 27
153 401 118
401 153 118
153 409 377
409 153 377
278 174 933
174 278 933
153 419 7
419 153 7
200 398 703
398 200 703
399 482 628
482 399 628
153 421 28
421 153 28
153 431 158
431 153 158
342 162 183
162 342 183
153 463 69
463 153 69
153 471 293
471 153 293
153 478 164
478 153 164
153 479 225
479 153 225
153 480 166
480 153 166
153 485 31
485 153 31
338 365 584
365 338 584
409 439 425
439 409 425
444 409 468
409 444 468
153 499 499
499 153 499
154 161 283
161 154 283
416 157 981
157 416 981
213 393 671
393 213 671
154 179 139
179 154 139
154 193 489
193 154 489
154 204 455
204 154 455
154 209 452
209 154 452
154 274 33
274 154 33
154 277 463
277 154 463
154 279 262
279 154 262
154 297 422
297 154 422
386 296 848
296 386 848
154 299 496
299 154 496
154 301 424
301 154 424
154 316 0
316 154 0
463 426 447
426 463 447
154 321 217
321 154 217
389 456 828
456 389 828
154 329 339
329 154 339
267 176 827
176 267 827
154 348 407
348 154 407
154 349 240
349 154 240
154 351 90
351 154 90
154 377 296
377 154 296
186 465 553
465 186 553
436 477 616
477 436 616
383 232 836
232 383 836
154 378 5
378 154 5
154 392 330
392 154 330
389 266 529
266 389 529
262 457 117
457 262 117
154 396 133
396 154 133
443 421 956
421 443 956
154 406 90
406 154 90
327 172 623
172 327 623
263 410 205
410 263 205
154 414 108
414 154 108
154 415 339
415 154 339
154 416 71
416 154 71
154 428 58
428 154 58
154 436 69
436 154 69
154 462 17
462 154 17
154 465 422
465 154 422
303 398 459
398 303 459
154 486 286
486 154 286
155 201 293
201 155 293
249 301 186
301 249 186
155 271 134
271 155 134
360 480 359
480 360 359
155 272 395
272 155 395
155 281 95
281 155 95
155 284 462
284 155 462
155 285 57
285 155 57
155 289 28
289 155 28
318 290 762
290 318 762
155 292 95
292 155 95
365 242 297
242 365 297
155 309 252
309 155 252
155 322 189
322 155 189
155 326 362
326 155 362
155 344 248
344 155 248
497 441 811
441 497 811
155 351 18
351 155 18
155 371 0
371 155 0
155 392 44
392 155 44
155 397 148
397 155 148
155 408 474
408 155 474
155 413 193
413 155 193
155 452 126
452 155 126
300 452 372
452 300 372
155 473 130
473 155 130
155 497 81
497 155 81
156 170 416
170 156 416
447 156 252
156 447 252
205 384 376
384 205 376
156 184 23
184 156 23
156 217 85
217 156 85
387 471 2
471 387 2
156 240 297
240 156 297
402 187 841
187 402 841
156 256 289
256 156 289
156 302 65
302 156 65
156 307 451
307 156 451
156 308 299
308 156 299
232 204 89
204 232 89
156 324 278
324 156 278
156 326 497
326 156 497
156 333 357
333 156 357
275 365 500
365 275 500
156 335 110
335 156 110
156 342 177
342 156 177
156 363 221
363 156 221
382 488 591
488 382 591
440 244 81
244 440 81
156 370 162
370 156 162
343 238 407
238 343 407
156 371 172
371 156 172
156 378 212
378 156 212
156 380 331
380 156 331
232 369 686
369 232 686
381 467 142
467 381 142
156 395 140
395 156 140
156 403 232
403 156 232
156 426 214
426 156 214
392 405 196
405 392 196
156 448 393
448 156 393
241 492 782
492 241 782
422 356 327
356 422 327
462 264 666
264 462 666
156 450 227
450 156 227
349 398 676
398 349 676
460 365 638
365 460 638
234 455 512
455 234 512
240 277 928
277 240 928
156 451 319
451 156 319
156 469 473
469 156 473
156 482 20
482 156 20
320 289 665
289 320 665
157 160 434
160 157 434
316 261 473
261 316 473
157 162 18
162 157 18
328 425 444
425 328 444
157 171 99
171 157 99
157 173 31
173 157 31
272 363 463
363 272 463
221 483 910
483 221 910
157 176 142
176 157 142
157 185 299
185 157 299
157 193 67
193 157 67
157 216 332
216 157 332
157 225 346
225 157 346
157 228 330
228 157 330
157 252 423
252 157 423
157 253 210
253 157 210
157 274 196
274 157 196
157 281 402
281 157 402
157 290 138
290 157 138
200 288 692
288 200 692
180 167 150
167 180 150
243 334 547
334 243 547
157 297 425
297 157 425
157 298 490
298 157 490
375 284 955
284 375 955
157 300 63
300 157 63
157 307 86
307 157 86
437 411 469
411 437 469
157 309 214
309 157 214
297 482 464
482 297 464
157 315 81
315 157 81
157 316 203
316 157 203
157 338 246
338 157 246
157 344 200
344 157 200
279 194 660
194 279 660
157 349 387
349 157 387
241 232 761
232 241 761
157 357 215
357 157 215
157 362 266
362 157 266
157 373 405
373 157 405
157 375 298
375 157 298
157 382 81
382 157 81
157 383 341
383 157 341
482 392 212
392 482 212
157 394 455
394 157 455
157 398 455
398 157 455
157 400 207
400 157 207
157 403 143
403 157 143
157 409 323
409 157 323
157 413 439
413 157 439
157 417 466
417 157 466
157 422 161
422 157 161
157 428 339
428 157 339
157 437 63
437 157 63
157 442 67
442 157 67
157 494 350
494 157 350
158 159 96
159 158 96
158 186 269
186 158 269
285 169 749
169 285 749
323 177 186
177 323 186
158 188 82
188 158 82
158 191 234
191 158 234
158 217 13
217 158 13
326 246 847
246 326 847
158 245 34
245 158 34
268 394 258
394 268 258
158 252 125
252 158 125
158 257 88
257 158 88
158 266 95
266 158 95
158 281 128
281 158 128
242 180 179
180 242 179
358 259 120
259 358 120
376 199 227
199 376 227
158 285 322
285 158 322
158 291 180
291 158 180
158 307 466
307 158 466
158 309 47
309 158 47
158 319 171
319 158 171
158 329 377
329 158 377
158 350 183
350 158 183
158 359 389
359 158 389
158 363 345
363 158 345
173 347 140
347 173 140
158 383 458
383 158 458
158 386 72
386 158 72
292 487 327
487 292 327
158 387 474
387 158 474
158 388 41
388 158 41
158 392 181
392 158 181
239 373 887
373 239 887
158 395 167
395 158 167
158 408 443
408 158 443
158 434 31
434 158 31
158 446 36
446 158 36
158 465 195
465 158 195
158 469 324
469 158 324
487 458 223
458 487 223
159 171 287
171 159 287
159 186 319
186 159 319
396 274 923
274 396 923
159 212 347
212 159 347
159 217 147
217 159 147
159 225 200
225 159 200
159 240 447
240 159 447
270 381 854
381 270 854
159 253 12
253 159 12
159 261 20
261 159 20
159 275 407
275 159 407
159 297 214
297 159 214
226 193 808
193 226 808
159 299 370
299 159 370
159 305 6
305 159 6
159 312 304
312 159 304
159 318 1
318 159 1
159 327 3
327 159 3
159 346 61
346 159 61
159 347 331
347 159 331
159 349 3
349 159 3
159 377 493
377 159 493
159 389 438
389 159 438
159 391 352
391 159 352
159 396 393
396 159 393
323 174 82
174 323 82
159 399 107
399 159 107
338 207 395
207 338 395
159 432 307
432 159 307
159 447 298
447 159 298
159 455 301
455 159 301
159 474 16
474 159 16
159 490 24
490 159 24
160 176 224
176 160 224
160 185 386
185 160 386
160 187 220
187 160 220
160 188 219
188 160 219
160 219 200
219 160 200
160 221 53
221 160 53
249 252 442
252 249 442
160 224 476
224 160 476
160 236 426
236 160 426
160 251 38
251 160 38
160 266 298
266 160 298
239 364 764
364 239 764
343 218 535
218 343 535
160 268 165
268 160 165
273 417 739
417 273 739
163 470 314
470 163 314
234 314 403
314 234 403
160 273 232
273 160 232
160 275 451
275 160 451
160 282 252
282 160 252
160 291 14
291 160 14
160 310 423
310 160 423
160 313 208
313 160 208
160 319 138
319 160 138
160 325 357
325 160 357
354 380 412
380 354 412
458 480 185
480 458 185
160 346 101
346 160 101
160 351 47
351 160 47
160 355 100
355 160 100
160 369 273
369 160 273
426 391 753
391 426 753
160 382 403
382 160 403
160 420 91
420 160 91
339 431 617
431 339 617
160 435 158
435 160 158
160 463 240
463 160 240
160 478 358
478 160 358
160 490 3
490 160 3
161 163 206
163 161 206
161 176 164
176 161 164
407 164 121
164 407 121
161 195 435
195 161 435
340 336 767
336 340 767
161 198 439
198 161 439
463 363 463
363 463 463
445 280 156
280 445 156
161 201 336
201 161 336
161 208 301
208 161 301
161 276 129
276 161 129
161 284 80
284 161 80
161 302 474
302 161 474
161 306 138
306 161 138
188 334 587
334 188 587
161 314 119
314 161 119
161 324 211
324 161 211
370 454 79
454 370 79
161 345 409
345 161 409
365 378 95
378 365 95
161 346 52
346 161 52
161 353 335
353 161 335
161 421 294
421 161 294
233 253 550
253 233 550
161 428 469
428 161 469
198 343 790
343 198 790
218 392 377
392 218 377
161 429 463
429 161 463
161 430 28
430 161 28
161 463 224
463 161 224
161 470 334
470 161 334
161 481 147
481 161 147
161 482 218
482 161 218
161 487 299
487 161 299
161 496 150
496 161 150
162 167 129
167 162 129
162 176 381
176 162 381
162 177 183
177 162 183
162 178 317
178 162 317
162 179 455
179 162 455
162 186 194
186 162 194
162 207 259
207 162 259
162 254 221
254 162 221
162 257 143
257 162 143
282 390 590
390 282 590
162 266 198
266 162 198
162 281 27
281 162 27
370 314 555
314 370 555
162 283 289
283 162 289
162 286 81
286 162 81
162 289 239
289 162 239
162 292 390
292 162 390
343 281 720
281 343 720
162 330 32
330 162 32
396 218 450
218 396 450
162 339 456
339 162 456
162 351 84
351 162 84
162 387 240
387 162 240
162 394 435
394 162 435
162 396 212
396 162 212
162 414 303
414 162 303
162 421 238
421 162 238
162 431 138
431 162 138
497 308 594
308 497 594
162 457 338
457 162 338
162 468 185
468 162 185
162 480 91
480 162 91
279 251 35
251 279 35
443 307 761
307 443 761
162 494 341
494 162 341
163 168 324
168 163 324
163 181 450
181 163 450
163 191 291
191 163 291
163 196 241
196 163 241
198 445 578
445 198 578
163 213 227
213 163 227
163 224 176
224 163 176
386 197 789
197 386 789
481 256 832
256 481 832
163 230 158
230 163 158
163 234 372
234 163 372
163 238 381
238 163 381
163 241 493
241 163 493
163 243 466
243 163 466
163 247 355
247 163 355
163 251 357
251 163 357
163 253 325
253 163 325
163 266 68
266 163 68
165 410 884
410 165 884
163 278 163
278 163 163
311 212 89
212 311 89
163 281 357
281 163 357
163 292 481
292 163 481
163 295 304
295 163 304
163 301 222
301 163 222
324 307 982
307 324 982
163 305 136
305 163 136
163 313 397
313 163 397
163 341 313
341 163 313
163 349 191
349 163 191
163 352 490
352 163 490
163 376 145
376 163 145
163 382 442
382 163 442
178 376 528
376 178 528
163 388 170
388 163 170
483 241 464
241 483 464
163 390 120
390 163 120
163 401 446
401 163 446
163 424 246
424 163 246
355 384 885
384 355 885
163 434 39
434 163 39
163 439 289
439 163 289
296 462 720
462 296 720
163 497 403
497 163 403
164 168 131
168 164 131
164 178 465
178 164 465
164 197 370
197 164 370
164 206 368
206 164 368
452 302 13
302 452 13
164 253 139
253 164 139
164 254 326
254 164 326
164 287 346
287 164 346
164 299 5
299 164 5
230 184 126
184 230 126
241 355 750
355 241 750
439 197 543
197 439 543
164 304 495
304 164 495
164 313 162
313 164 162
164 355 213
355 164 213
164 371 10
371 164 10
164 381 28
381 164 28
164 403 432
403 164 432
164 418 74
418 164 74
164 429 475
429 164 475
335 416 211
416 335 211
164 441 157
441 164 157
413 385 37
385 413 37
164 442 254
442 164 254
164 446 195
446 164 195
421 393 805
393 421 805
493 403 986
403 493 986
164 461 63
461 164 63
464 210 19
210 464 19
164 467 423
467 164 423
444 230 411
230 444 411
164 468 449
468 164 449
280 168 311
168 280 311
331 437 352
437 331 352
164 489 440
489 164 440
165 171 316
171 165 316
165 175 423
175 165 423
165 177 199
177 165 199
179 315 374
315 179 374
165 189 182
189 165 182
165 193 398
193 165 398
165 198 221
198 165 221
165 202 417
202 165 417
165 206 48
206 165 48
165 211 430
211 165 430
165 214 261
214 165 261
165 215 354
215 165 354
165 221 36
221 165 36
165 271 467
271 165 467
165 281 124
281 165 124
165 311 71
311 165 71
165 312 174
312 165 174
165 323 189
323 165 189
165 332 361
332 165 361
165 336 10
336 165 10
165 342 226
342 165 226
165 346 17
346 165 17
165 349 353
349 165 353
165 397 85
397 165 85
165 409 297
409 165 297
165 413 286
413 165 286
165 415 419
415 165 419
240 246 81
246 240 81
165 427 471
427 165 471
346 202 218
202 346 218
165 450 221
450 165 221
165 451 389
451 165 389
165 456 448
456 165 448
166 170 322
170 166 322
166 171 220
171 166 220
289 473 899
473 289 899
166 176 456
176 166 456
166 177 401
177 166 401
166 179 306
179 166 306
166 193 106
193 166 106
166 195 222
195 166 222
424 235 296
235 424 296
166 215 132
215 166 132
166 237 147
237 166 147
287 261 591
261 287 591
166 244 388
244 166 388
306 245 634
245 306 634
166 266 97
266 166 97
166 277 135
277 166 135
166 316 164
316 166 164
166 328 230
328 166 230
461 373 320
373 461 320
248 260 510
260 248 510
166 344 170
344 166 170
427 390 718
390 427 718
166 349 170
